node_id,node_type,name,title,chapter_number,subsection_number,subsection_label,content
253,ThemePhrase,advertising,advertising - 3.20,3,20,3.20,Examples of invitations to purchase include a price label on a product displayed in a shop; an automobile advertisement in a newspaper that...
254,ThemePhrase,advertising,advertising - 3.4,3,4,3.4,"Thus, if it is impracticable for traders to provide all the necessary information to consumers due to limitations of the communication medium..."
255,ThemePhrase,advertising,advertising - 3.41,3,41,3.41,"The genuine engagement of celebrities in product promotions is a legitimate practice, but a trader may commit a misleading omission offence if he..."
256,ThemePhrase,advertising,advertising - 3.42,3,42,3.42,A trader may also commit a misleading omission offence if he or his agent disguises himself as a consumer and posts comments using pseudonyms in...
257,ThemePhrase,consumer_protection,consumer_protection - 1.4,1,4,1.4,They apply to both “business-to-consumer” and “business-to-business” conduct.
258,ThemePhrase,consumer_protection,consumer_protection - 10.1,10,1,10.1,Aggrieved consumers may seek restorative justice under section 36 whereby they may institute private actions for damages if they have suffered loss...
259,ThemePhrase,consumer_protection,consumer_protection - 3.1,3,1,3.1,"Traders have the primary responsibility of providing accurate, truthful and pertinent'"
260,ThemePhrase,consumer_protection,consumer_protection - 3.13,3,13,3.13,"In other words, the effect or the likely effect on the average consumer’s transactional decision is critical."
261,ThemePhrase,consumer_protection,consumer_protection - 3.14,3,14,3.14,A decision to terminate a service in accordance with the relevant provisions in the service contract is also a transactional decision.
262,ThemePhrase,consumer_protection,consumer_protection - 3.15,3,15,3.15,"It is sufficient if the commercial practice causes, or is likely to cause, the average consumer to make a transactional decision that he would not have made but for the commercial practice."
263,ThemePhrase,consumer_protection,consumer_protection - 3.16,3,16,3.16,"Section 13E(5) provides that material information means, inter alia, the information that the average consumer needs, according to the context, to make an informed transactional decision."
264,ThemePhrase,consumer_protection,consumer_protection - 3.17,3,17,3.17,More information will be needed for sophisticated products (such as electronic products and vehicles) for the average consumer to make an informed transactional decision.
265,ThemePhrase,consumer_protection,consumer_protection - 3.21,3,21,3.21,"Section 13E(4) provides that if a commercial practice is an invitation to purchase, the following information is regarded as material and must be..."
266,ThemePhrase,consumer_protection,consumer_protection - 3.25,3,25,3.25,"In making an invitation to purchase, a trader should cause consumers to be informed of any right of cancelling a transaction."
267,ThemePhrase,consumer_protection,consumer_protection - 3.38,3,38,3.38,Duration of contract can also be material information.
268,ThemePhrase,consumer_protection,consumer_protection - 3.5,3,5,3.5,"For a commercial practice described in paragraph 3.2(a) to (c) to amount to a misleading omission, it has to “cause or [be] likely to cause the..."
269,ThemePhrase,consumer_protection,consumer_protection - 9.6,9,6,9.6,CONSUMER REDRESS
270,ThemePhrase,enforcement,enforcement - 2.30,2,30,2.30,The general defences are stipulated under sections 26(1) and 27 for all fair trading sections (please refer to paragraphs 8.7 – 8.9 below).
271,ThemePhrase,enforcement,enforcement - 5.10,5,10,5.10,"Besides the general defence under section 26(1) for all fair trading sections (please refer to paragraph 8.7 below), the TDO also provides additional..."
272,ThemePhrase,enforcement,enforcement - 7.6,7,6,7.6,"Besides the general defence available under section 26(1) for all fair trading sections (please refer to paragraph 8.7 below), the TDO also provides..."
273,ThemePhrase,enforcement,enforcement - 8.7,8,7,8.7,The TDO puts in place general defences for the person charged of the offences under the TDO.
274,ThemePhrase,enforcement,enforcement - 8.9,8,9,8.9,"Section 27 provides that in proceedings for an offence committed by the publication of an advertisement, a person might be acquitted if sufficient..."
275,ThemePhrase,enforcement,enforcement - 9.1,9,1,9.1,Criminal prosecution may be instigated for contraventions of the fair trading sections.
276,ThemePhrase,enforcement,enforcement - 9.2,9,2,9.2,"With the introduction of the compliance-based mechanism 12, C&ED and OFCA are empowered to draw on civil measures viz."
277,ThemePhrase,enforcement,enforcement - 9.3,9,3,9.3,"Authorized Officers may carry out their duties in various ways, including inspection, sampling, test-purchasing, testing, detention of suspicious..."
278,ThemePhrase,enforcement,enforcement - 9.4,9,4,9.4,"C&ED, as the principal agency to enforce the TDO, has a full spectrum of enforcement powers13."
279,ThemePhrase,enforcement,enforcement - 9.5,9,5,9.5,"If individuals or traders obstruct Authorized Officers in the performance of their lawful duties, they may be liable to prosecution under section 17."
280,ThemePhrase,vulnerable_groups,vulnerable_groups - 3.10,3,10,3.10,"Infirmity (mental or physical) covers a range of infirmities including sensory impairment, limited mobility and other disabilities."
281,ThemePhrase,vulnerable_groups,vulnerable_groups - 3.11,3,11,3.11,Age may be appropriate to consider a practice from the perspective of an older or younger consumer.
282,ThemePhrase,vulnerable_groups,vulnerable_groups - 3.12,3,12,3.12,Credulity covers groups of consumers who may more readily believe specific claims.
283,ThemePhrase,vulnerable_groups,vulnerable_groups - 3.6,3,6,3.6,It is the notional average consumer whom the commercial practice reaches or to whom it is directed that is relevant.
284,ThemePhrase,vulnerable_groups,vulnerable_groups - 3.8,3,8,3.8,"In determining the effect on the average consumer of a commercial practice that is directed to a particular group of consumers, it is the material..."
285,ThemePhrase,vulnerable_groups,vulnerable_groups - 3.9,3,9,3.9,It is not necessary that the trader actually foresees the effect (or likely effect) on the vulnerable group; it is sufficient if he could reasonably be expected to do so.
286,ThemePhrase,product_information,product_information - 2.1,2,1,2.1,It is also an offence for any person to have in his possession for sale or for any purpose of trade or manufacture any goods to which a false trade description is applied.
287,ThemePhrase,product_information,product_information - 2.10,2,10,2.10,A false claim of accreditation may constitute the offence of false trade description.
288,ThemePhrase,product_information,product_information - 2.21,2,21,2.21,False or misleading claims on the effectiveness of a product without sufficient supporting (mainly scientific) evidence may constitute an offence of false trade descriptions.
289,ThemePhrase,product_information,product_information - 2.23,2,23,2.23,"However, the advertised product does not fall within the definition of medicine under the Pharmacy and Poisons Ordinance and cannot be registered as a medicine in Hong Kong."
290,ThemePhrase,product_information,product_information - 2.5,2,5,2.5,"Section 2 defines “false trade description” as a trade description which is false to a material degree; or which, though not false, is misleading,..."
291,ThemePhrase,product_information,product_information - 2.6,2,6,2.6,5 A trade description which indicates the fineness of gold is an exception.
292,ThemePhrase,product_information,product_information - 2.7,2,7,2.7,"A trade description is also a false trade description if it, though not false, is misleading."
293,ThemePhrase,product_information,product_information - 2.9,2,9,2.9,Inaccurate information relating to the availability of a product for supply may be an offence.
294,ThemePhrase,misleading_omissions,misleading_omissions - 1.7,1,7,1.7,"The fair trading sections of section 13E (on misleading omissions), section 13F (on aggressive commercial practices), section 13G (on bait..."
295,ThemePhrase,misleading_omissions,misleading_omissions - 3.1,3,1,3.1,"Traders have the primary responsibility of providing accurate, truthful and pertinent'"
296,ThemePhrase,misleading_omissions,misleading_omissions - 3.18,3,18,3.18,to 3.25.
297,ThemePhrase,misleading_omissions,misleading_omissions - 3.2,3,2,3.2,Section 13E(1) provides that a trader who engages in relation to a consumer in a commercial practice that is a misleading omission commits an offence.
298,ThemePhrase,misleading_omissions,misleading_omissions - 3.31,3,31,3.31,"Omitting or hiding material information is misleading omission in contravention of section 13E if as a result, it causes, or is likely to cause, the..."
299,ThemePhrase,misleading_omissions,misleading_omissions - 3.34,3,34,3.34,"Provision of material information in a manner that is unclear, unintelligible, ambiguous is a misleading omission in breach of section 13E, if it..."
300,ThemePhrase,misleading_omissions,misleading_omissions - 3.35,3,35,3.35,"Material information should be provided in a clear, intelligible and unambiguous manner, unless apparent from the context."
301,ThemePhrase,misleading_omissions,misleading_omissions - 3.37,3,37,3.37,"Provision of material information in an untimely manner is also a misleading omission in breach of section 13E, if it causes, or is likely to cause,..."
302,ThemePhrase,trade_descriptions,trade_descriptions - 2.1,2,1,2.1,It is also an offence for any person to have in his possession for sale or for any purpose of trade or manufacture any goods to which a false trade description is applied.
303,ThemePhrase,trade_descriptions,trade_descriptions - 2.10,2,10,2.10,A false claim of accreditation may constitute the offence of false trade description.
304,ThemePhrase,trade_descriptions,trade_descriptions - 2.11,2,11,2.11,Please also refer to paragraph 3.41 for more details for avoiding the commission of the offence of misleading omissions.
305,ThemePhrase,trade_descriptions,trade_descriptions - 2.3,2,3,2.3,"Section 2 defines “trade description” to mean an indication, direct or indirect, and by whatever means given, with respect to the goods or services..."
306,ThemePhrase,trade_descriptions,trade_descriptions - 2.5,2,5,2.5,"Section 2 defines “false trade description” as a trade description which is false to a material degree; or which, though not false, is misleading,..."
307,ThemePhrase,trade_descriptions,trade_descriptions - 2.6,2,6,2.6,"To amount to a false trade description, the falsity of the trade descriptions has to be to a material degree."
308,ThemePhrase,trade_descriptions,trade_descriptions - 2.7,2,7,2.7,"A trade description is also a false trade description if it, though not false, is misleading."
309,ThemePhrase,transactional_decisions,transactional_decisions - 3.13,3,13,3.13,"In other words, the effect or the likely effect on the average consumer’s transactional decision is critical."
310,ThemePhrase,transactional_decisions,transactional_decisions - 3.14,3,14,3.14,A decision to terminate a service in accordance with the relevant provisions in the service contract is also a transactional decision.
311,ThemePhrase,transactional_decisions,transactional_decisions - 3.15,3,15,3.15,"It is sufficient if the commercial practice causes, or is likely to cause, the average consumer to make a transactional decision that he would not have made but for the commercial practice."
312,ThemePhrase,transactional_decisions,transactional_decisions - 3.5,3,5,3.5,"For a commercial practice described in paragraph 3.2(a) to (c) to amount to a misleading omission, it has to “cause or [be] likely to cause the..."
313,ThemePhrase,transactional_decisions,transactional_decisions - 4.1,4,1,4.1,"Under section 13F(2), “a commercial practice is aggressive if, in its factual context, taking account of all of its features and circumstances, (a)..."
314,ThemePhrase,transactional_decisions,transactional_decisions - 4.6,4,6,4.6,It applies to a wide range of transactional decisions.
315,ThemePhrase,defences,defences - 2.30,2,30,2.30,The general defences are stipulated under sections 26(1) and 27 for all fair trading sections (please refer to paragraphs 8.7 – 8.9 below).
316,ThemePhrase,defences,defences - 5.10,5,10,5.10,"Besides the general defence under section 26(1) for all fair trading sections (please refer to paragraph 8.7 below), the TDO also provides additional..."
317,ThemePhrase,defences,defences - 7.6,7,6,7.6,"Besides the general defence available under section 26(1) for all fair trading sections (please refer to paragraph 8.7 below), the TDO also provides..."
318,ThemePhrase,defences,defences - 7.7,7,7,7.7,Section 26B(2) provides a further additional defence for an offence of wrongly accepting payment under section 13I(2)(c).
319,ThemePhrase,defences,defences - 8.7,8,7,8.7,The TDO puts in place general defences for the person charged of the offences under the TDO.
320,ThemePhrase,defences,defences - 8.8,8,8,8.8,It is for a court of law to judge whether a trader has taken all reasonable precautions and exercised all due diligence in individual cases.
321,ThemePhrase,defences,defences - 8.9,8,9,8.9,Specific and additional defence
322,ThemePhrase,payment_obligations,payment_obligations - 1.3,1,3,1.3,"Commercial practice, as defined, may include traders’ activities like promotion sales, offers of discounts, price reduction, offer of free gifts or..."
323,ThemePhrase,payment_obligations,payment_obligations - 1.7,1,7,1.7,"The fair trading sections of section 13E (on misleading omissions), section 13F (on aggressive commercial practices), section 13G (on bait..."
324,ThemePhrase,payment_obligations,payment_obligations - 7.1,7,1,7.1,"To boost business, some traders offer discounts for pre-payments, especially in bulk purchases."
325,ThemePhrase,payment_obligations,payment_obligations - 7.2,7,2,7.2,"Under section 13I(1), a trader who engages in relation to a consumer a commercial practice that constitutes wrongly accepting payment for a product commits an offence."
326,ThemePhrase,payment_obligations,payment_obligations - 7.3,7,3,7.3,"In order to establish an offence under the section, it is necessary to prove that at the time of accepting payment or other consideration for a..."
327,ThemePhrase,payment_obligations,payment_obligations - 7.5,7,5,7.5,"Traders should always ensure that they have sufficient staff, equipment and facilities to meet the demand of consumers prior to accepting pre-payment..."
328,ThemePhrase,payment_obligations,payment_obligations - 7.6,7,6,7.6,"Besides the general defence available under section 26(1) for all fair trading sections (please refer to paragraph 8.7 below), the TDO also provides..."
329,ThemePhrase,liability_parties,liability_parties - 1.5,1,5,1.5,Please refer to Chapter 8 for further details on the liability of parties involved.
330,ThemePhrase,liability_parties,liability_parties - 8.1,8,1,8.1,Liability of management
331,ThemePhrase,liability_parties,liability_parties - 8.2,8,2,8.2,"To establish their liability, it is necessary to prove that the offence has been committed with their consent or connivance or was attributable to their neglect."
332,ThemePhrase,liability_parties,liability_parties - 8.3,8,3,8.3,Employees and agents of a trader
333,ThemePhrase,liability_parties,liability_parties - 8.4,8,4,8.4,"the shop), then the act and intent of the agent can be imputed to the corporation under the rule of principal and agent."
334,ThemePhrase,liability_parties,liability_parties - 8.5,8,5,8.5,An agent’s knowledge is imputed to the corporation where the agent is acting within the scope of his authority and where the knowledge relates to matters within the scope of that authority.
335,ThemePhrase,liability_parties,liability_parties - 8.6,8,6,8.6,The existence of an agent means that consumers do not always deal with the actual product supplier directly.
336,ThemePhrase,services_after_sales,services_after_sales - 1.3,1,3,1.3,"Commercial practice, as defined, may include traders’ activities like promotion sales, offers of discounts, price reduction, offer of free gifts or..."
337,ThemePhrase,services_after_sales,services_after_sales - 2.13,2,13,2.13,"Traders may sell goods with after-sale service, for example, maintenance or warranty services."
338,ThemePhrase,services_after_sales,services_after_sales - 3.39,3,39,3.39,"Where service fees can only be ascertained after some testing or inspection work has been undertaken, for"
339,ThemePhrase,services_after_sales,services_after_sales - 7.6,7,6,7.6,"Besides the general defence available under section 26(1) for all fair trading sections (please refer to paragraph 8.7 below), the TDO also provides..."
340,ThemePhrase,bait_advertising,bait_advertising - 1.7,1,7,1.7,"The fair trading sections of section 13E (on misleading omissions), section 13F (on aggressive commercial practices), section 13G (on bait..."
341,ThemePhrase,bait_advertising,bait_advertising - 5.1,5,1,5.1,Section 13G prohibits a trader from advertising goods or services at a specified price if there are no reasonable grounds for believing that the...
342,ThemePhrase,bait_advertising,bait_advertising - 5.2,5,2,5.2,They may end up buying something that they might not have purchased if not for having been attracted by the bait in the first place.
343,ThemePhrase,bait_advertising,bait_advertising - 5.4,5,4,5.4,"In examining the nature of the market, both the supply and demand sides in relation to the subject goods or services are considered."
344,ThemePhrase,bait_advertising,bait_advertising - 5.6,5,6,5.6,Traders are advised that the use of the disclaimer “while stocks last” or “subject to product availability” will be unlikely to be sufficient to...
345,ThemePhrase,bait_advertising,bait_advertising - 5.7,5,7,5.7,"As stated in paragraph 5.4 above, the size of the consumer demand for the advertised goods or services is generally subject to the extent of the..."
346,ThemePhrase,bait_advertising,bait_advertising - 5.8,5,8,5.8,"There is no intention of fettering traders in their legitimate promotional activities, including activities intended to create a “queuing effect”, as..."
347,ThemePhrase,aggressive_practices,aggressive_practices - 1.7,1,7,1.7,"The fair trading sections of section 13E (on misleading omissions), section 13F (on aggressive commercial practices), section 13G (on bait..."
348,ThemePhrase,aggressive_practices,aggressive_practices - 4.1,4,1,4.1,Harassment
349,ThemePhrase,aggressive_practices,aggressive_practices - 4.2,4,2,4.2,"Generally speaking, harassment includes an infliction of physical and/or non-physical (including psychological) pressure."
350,ThemePhrase,aggressive_practices,aggressive_practices - 4.3,4,3,4.3,A commercial practice may involve coercion if the consumer is subjected to pressure and threat.
351,ThemePhrase,aggressive_practices,aggressive_practices - 4.4,4,4,4.4,"It means an exploitation of a position of power in relation to a consumer so as to apply pressure, even without using or threatening to use physical..."
352,ThemePhrase,aggressive_practices,aggressive_practices - 4.7,4,7,4.7,Section 13F(3) stipulates that the following factors must be taken into account when determining whether a commercial practice is aggressive through...
353,ThemePhrase,aggressive_practices,aggressive_practices - 4.8,4,8,4.8,It is not necessary for all of these above factors to be present for a commercial practice to be aggressive.
354,ThemePhrase,bait_and_switch,bait_and_switch - 1.7,1,7,1.7,"The fair trading sections of section 13E (on misleading omissions), section 13F (on aggressive commercial practices), section 13G (on bait..."
355,ThemePhrase,bait_and_switch,bait_and_switch - 6.1,6,1,6.1,Section 13H prohibits traders from engaging in a commercial practice that constitutes a bait and switch.
356,ThemePhrase,bait_and_switch,bait_and_switch - 6.2,6,2,6.2,The section does not seek to prohibit a trader from promoting products other than the product which is the subject of the invitation to purchase.
357,ThemePhrase,consumer_redress,consumer_redress - 10.1,10,1,10.1,Aggrieved consumers may seek restorative justice under section 36 whereby they may institute private actions for damages if they have suffered loss...
358,ThemePhrase,consumer_redress,consumer_redress - 9.6,9,6,9.6,CONSUMER REDRESS
359,ThemePhrase,commercial_communication,commercial_communication - 1.2,1,2,1.2,"The term “commercial practice” is defined under section 2 as “any act, omission, course of conduct, representation or commercial communication..."
360,ThemePhrase,commercial_communication,commercial_communication - 3.20,3,20,3.20,Examples of invitations to purchase include a price label on a product displayed in a shop; an automobile advertisement in a newspaper that...
361,ThemePhrase,commercial_communication,commercial_communication - 3.21,3,21,3.21,"Section 13E(4) provides that if a commercial practice is an invitation to purchase, the following information is regarded as material and must be..."
362,ThemePhrase,commercial_communication,commercial_communication - 3.4,3,4,3.4,"Traders are 9 It is a form of space restriction – for instance, the length of a SMS message is restricted to 160 English characters, or 70 Chinese characters, including punctuation and space."
363,ThemePhrase,commercial_communication,commercial_communication - 3.40,3,40,3.40,"As mentioned in paragraph 3.2 above, a trader may commit a misleading omission offence if he fails to identify the commercial intent of a commercial..."
364,ThemePhrase,commercial_communication,commercial_communication - 3.41,3,41,3.41,"The genuine engagement of celebrities in product promotions is a legitimate practice, but a trader may commit a misleading omission offence if he..."
365,ThemePhrase,commercial_communication,commercial_communication - 3.42,3,42,3.42,A trader may also commit a misleading omission offence if he or his agent disguises himself as a consumer and posts comments using pseudonyms in...
366,ThemePhrase,professional_standards,professional_standards - 3.26,3,26,3.26,"Under section 13E(5), professional diligence is defined as “the standard of skill and care that a trader may reasonably be expected to exercise..."
367,ThemePhrase,professional_standards,professional_standards - 3.27,3,27,3.27,Professional diligence is an objective standard which may vary according to the context.
368,ThemePhrase,professional_standards,professional_standards - 3.28,3,28,3.28,A furniture store offers free delivery service and a reasonable person would expect that it covers most of the urban residential areas in Hong Kong.
369,ThemePhrase,professional_standards,professional_standards - 3.29,3,29,3.29,The requirements of professional diligence are to be applied only to the matters specified under section 13E(4)(f) (i.e.
370,ThemePhrase,professional_standards,professional_standards - 3.21,3,21,3.21,"Section 13E(4) provides that if a commercial practice is an invitation to purchase, the following information is regarded as material and must be..."
371,ThemePhrase,material_information,material_information - 3.16,3,16,3.16,"Section 13E(5) provides that material information means, inter alia, the information that the average consumer needs, according to the context, to make an informed transactional decision."
372,ThemePhrase,material_information,material_information - 3.17,3,17,3.17,More information will be needed for sophisticated products (such as electronic products and vehicles) for the average consumer to make an informed transactional decision.
373,ThemePhrase,material_information,material_information - 3.21,3,21,3.21,"Section 13E(4) provides that if a commercial practice is an invitation to purchase, the following information is regarded as material and must be..."
374,ThemePhrase,material_information,material_information - 3.32,3,32,3.32,"In most circumstances, the price and unit of sale of the product are material information."
375,ThemePhrase,endorsements_marketing,endorsements_marketing - 2.10,2,10,2.10,Accreditation is common for businesses as an accreditation generally connotes good quality and services.
376,ThemePhrase,endorsements_marketing,endorsements_marketing - 2.11,2,11,2.11,Traders making reference that a celebrity has acquired or used the product will not contravene sections 7 and 7A if the reference is valid and genuine.
377,ThemePhrase,endorsements_marketing,endorsements_marketing - 3.41,3,41,3.41,"The genuine engagement of celebrities in product promotions is a legitimate practice, but a trader may commit a misleading omission offence if he..."
378,ThemePhrase,endorsements_marketing,endorsements_marketing - 3.42,3,42,3.42,A trader may also commit a misleading omission offence if he or his agent disguises himself as a consumer and posts comments using pseudonyms in...
379,ThemePhrase,product_claims,product_claims - 2.21,2,21,2.21,Claims should not be false or misleading to a material degree.
380,ThemePhrase,product_claims,product_claims - 2.22,2,22,2.22,"Traders, especially those in the health and beauty sectors, often use “before” and “after” photographs of subjects to provide a visual representation..."
381,ThemePhrase,product_claims,product_claims - 2.23,2,23,2.23,Claims as to place of manufacture/country of origin
382,ThemePhrase,product_claims,product_claims - 2.28,2,28,2.28,Some advertisements may include such puffery claims as “the best” and “the most popular”.
383,ThemePhrase,information_disclosure,information_disclosure - 3.1,3,1,3.1,"Traders have the primary responsibility of providing accurate, truthful and pertinent'"
384,ThemePhrase,information_disclosure,information_disclosure - 3.18,3,18,3.18,to 3.25.
385,ThemePhrase,information_disclosure,information_disclosure - 3.2,3,2,3.2,Section 13E(1) provides that a trader who engages in relation to a consumer in a commercial practice that is a misleading omission commits an offence.
386,ThemePhrase,information_disclosure,information_disclosure - 3.31,3,31,3.31,"Omitting or hiding material information is misleading omission in contravention of section 13E if as a result, it causes, or is likely to cause, the..."
387,ThemePhrase,information_disclosure,information_disclosure - 3.34,3,34,3.34,"Provision of material information in a manner that is unclear, unintelligible, ambiguous is a misleading omission in breach of section 13E, if it..."
388,ThemePhrase,information_disclosure,information_disclosure - 3.35,3,35,3.35,"Material information should be provided in a clear, intelligible and unambiguous manner, unless apparent from the context."
389,ThemePhrase,information_disclosure,information_disclosure - 3.37,3,37,3.37,Traders should clearly inform consumers of the price of products and how the price and any discount available are calculated before the consumers decide whether or not to buy or acquire them.
390,ThemePhrase,unfair_practices,unfair_practices - 1.7,1,7,1.7,"The fair trading sections of section 13E (on misleading omissions), section 13F (on aggressive commercial practices), section 13G (on bait..."
391,ThemePhrase,unfair_practices,unfair_practices - 3.2,3,2,3.2,Section 13E(1) provides that a trader who engages in relation to a consumer in a commercial practice that is a misleading omission commits an offence.
392,ThemePhrase,unfair_practices,unfair_practices - 3.31,3,31,3.31,"Omitting or hiding material information is misleading omission in contravention of section 13E if as a result, it causes, or is likely to cause, the..."
393,ThemePhrase,unfair_practices,unfair_practices - 4.1,4,1,4.1,"Under section 13F(2), “a commercial practice is aggressive if, in its factual context, taking account of all of its features and circumstances, (a)..."
394,ThemePhrase,unfair_practices,unfair_practices - 5.1,5,1,5.1,Section 13G prohibits a trader from advertising goods or services at a specified price if there are no reasonable grounds for believing that the...
395,ThemePhrase,unfair_practices,unfair_practices - 6.1,6,1,6.1,Section 13H prohibits traders from engaging in a commercial practice that constitutes a bait and switch.
396,ThemePhrase,unfair_practices,unfair_practices - 7.2,7,2,7.2,"Under section 13I(1), a trader who engages in relation to a consumer a commercial practice that constitutes wrongly accepting payment for a product commits an offence."
397,ThemePhrase,origin_claims,origin_claims - 2.24,2,24,2.24,"Under section 2(2)(a)(i), goods shall be deemed to be manufactured in a place in which they last underwent a treatment or process which changed..."
398,ThemePhrase,origin_claims,origin_claims - 2.25,2,25,2.25,"When traders state the place of manufacture or country of origin for their goods, they should ensure that the claim complies with section 2(2)(a)(i)."
399,ThemePhrase,origin_claims,origin_claims - 2.26,2,26,2.26,"Under section 2(2)(a)(ii), goods shall be deemed to have been produced in the place in which they were wholly grown or mined."
400,ThemePhrase,origin_claims,origin_claims - 2.27,2,27,2.27,"If traders are not certain of the place of manufacture of the goods they supply, it will be legitimate to tell consumers that they do not know."
401,ThemePhrase,puffery_superlatives,puffery_superlatives - 2.28,2,28,2.28,Some advertisements may include such puffery claims as “the best” and “the most popular”.
402,ThemePhrase,puffery_superlatives,puffery_superlatives - 2.29,2,29,2.29,"Nevertheless, these claims should be used with caution when they are used with quantifiable standards or reference, for example, “the best-selling book in 2011”."
403,ThemePhrase,average_consumer,average_consumer - 3.13,3,13,3.13,"In other words, the effect or the likely effect on the average consumer’s transactional decision is critical."
404,ThemePhrase,average_consumer,average_consumer - 3.14,3,14,3.14,"Section 2(1) defines transactional decision as “any decision made by a consumer, whether it is to act or to refrain from acting, concerning (a)..."
405,ThemePhrase,average_consumer,average_consumer - 3.15,3,15,3.15,"It is sufficient if the commercial practice causes, or is likely to cause, the average consumer to make a transactional decision that he would not have made but for the commercial practice."
406,ThemePhrase,average_consumer,average_consumer - 3.5,3,5,3.5,"For a commercial practice described in paragraph 3.2(a) to (c) to amount to a misleading omission, it has to “cause or [be] likely to cause the..."
407,ThemePhrase,average_consumer,average_consumer - 3.6,3,6,3.6,It is the notional average consumer whom the commercial practice reaches or to whom it is directed that is relevant.
408,ThemePhrase,average_consumer,average_consumer - 3.7,3,7,3.7,"On the other hand, since a commercial practice may have different impact on consumers depending on the type or group of consumers the practice..."
409,ThemePhrase,average_consumer,average_consumer - 3.8,3,8,3.8,"In determining the effect on the average consumer of a commercial practice that is directed to a particular group of consumers, it is the material..."
410,ThemePhrase,average_consumer,average_consumer - 3.9,3,9,3.9,Where a clearly identifiable group of consumers is particularly vulnerable to the practice or to the underlying product because of their mental or...
411,ThemePhrase,invitations_to_purchase,invitations_to_purchase - 3.20,3,20,3.20,Examples of invitations to purchase include a price label on a product displayed in a shop; an automobile advertisement in a newspaper that...
