node_id,node_type,name,title,chapter_number,subsection_number,subsection_label,content
30,Subsection,,,2,19,2.19,"General notices of “half-price sale for all items” should be avoided if in fact the sale is not,applicable to certain products in the shop. As a best practice  “up to 50% off” should also be avoided if the maximum reduction quoted applies to a very small range of products for sale for the whole period during which the notices are valid. If the maximum reduction applies to less than 10% of the range of products for sale"
31,Subsection,,,2.2,2.2,"Section 7A provides that it is an offence for a trader to apply a false trade description to a, service supplied or offered to be supplied to a consumer; or supply or offer to supply to a consumer a service to which a false trade description is applied"
32,subsection,,,2.20,2.20,"The price advertised should tally with the actual selling price at the point of sale or checkout. Any additional charge that is directly connected with the supply of the products should be clearly disclosed to the consumer. Hidden additional charges might constitute an offence of 10 misleading omission7. Performance claims"
33,Subsection,,,2,21,2.21,"Claims should not be false or misleading to a material degree. False or misleading,claims on the effectiveness of a product without sufficient supporting (mainly scientific) evidence may constitute an offence of false trade descriptions. Example Shampoos that contain synthetic materials  such as preservatives"
34,Subsection,,,2,22,2.22,"Traders, especially those in the health and beauty sectors, often use “before” and “after” photographs of subjects to provide a visual representation of the effectiveness of their products. Visual promotional gimmick is commonly used to demonstrate the efficacy of slimming products, diet regimes, cosmetic creams and products and hair treatments. Photographs so used, even with a statement that they have been re-touched, should not give a misleading indication as to the efficacy of the products and traders need to ensure that they have relevant evidence to substantiate the"
35,Subsection,,,2,23,2.23,"The TDO prohibits false or misleading claims in advertisements. For example, an advertisement for facial injection states that “XYZ was formally registered in Hong Kong in 2010”. From the context of the advertisement, the statement may mislead consumers into believing that it is a medicine registered with the Department of Health. However, the advertised product does not fall within the definition of medicine under the Pharmacy and Poisons Ordinance and cannot be registered as a medicine in Hong Kong. The statement would be misleading to a material degree."
36,Subsection,,,2,24,2.24,"Under section 2(2)(a)(i), goods shall be deemed to be manufactured in a place in which they last underwent a treatment or process which changed permanently and substantially the shape, nature, form or utility of the basic materials used in their manufacture. 7 Please refer to paragraphs 3.23 and 3.24 of Chapter 3 on Misleading Omissions. 11"
37,Subsection,,,2,25,2.25,"When traders state the place of manufacture or country of origin for their goods, they should ensure that the claim complies with section 2(2)(a)(i). Example A pair of trousers which were cut and sewn in the United States of America (USA) with fabric manufactured in China will likely be taken as manufactured in the USA. A TV set assembled in China with parts manufactured in Japan and Korea will likely be taken as manufactured in China."
38,Subsection,,,2,26,2.26,"Under section 2(2)(a)(ii), goods shall be deemed to have been produced in the place in which they were wholly grown or mined. Example The geographic denomination of “Yangcheng Lake hairy crab” (“陽澄湖大閘蟹”) should refer to Chinese mitten crabs bred and harvested in Yangcheng Lake (陽澄湖). If a crab labeled as “陽澄 湖大閘蟹” is in fact bred and harvested in other provinces or even overseas, it may be considered"
39,Subsection,,,2,27,2.27,"If traders have doubts on the origin claims of the goods they supply, they are advised to seek clarifications from their suppliers, including obtaining copies of certificates of origin to support the claims. If traders are not certain of the place of manufacture of the goods they supply, it will be legitimate to tell consumers that they do not know. Puffery"
40,Subsection,,,2,28,2.28,"Some advertisements may include such puffery claims as “the best” and “the most,popular”. Common advertising practice of making exaggerated statements are legitimate as these statements are not meant to be taken literally and the average consumer would be unlikely to take literally the meaning of these obvious exaggerations or puffery  for example"
41,Subsection,,,2,29,2.29,"Nevertheless, these claims should be used with caution when they are used with quantifiable standards or reference, for example, “the best-selling book in 2011”. Traders should be prepared to give sufficient evidence to show that the book was sold in a quantity in 2011 which has out-numbered the sales of the others. Specific defence for false trade descriptions"
42,Subsection,,,2,3,2.3,"Section 2 defines “trade description” to mean an indication, direct or indirect, and by whatever means given, with respect to the goods or services or any part of the goods or services, including an indication of any of the matters referred to in the definition."
43,Subsection,,,2,30,2.30,"The general defences are stipulated under sections 26(1) and 27 for all fair trading,sections (please refer to paragraphs 8.7 – 8.9 below). For the offence of “supplying or offering to supply any goods to which a false trade description is applied” (section 7(1)(a)(ii))  the offence of “having in possession for sale or for any purpose of trade or manufacture any goods to which a false trade description is applied” (section 7(1)(b))"
44,Subsection,,,2,31,2.31,"It is the court of law which will decide whether to accept a defence having regard to the,particular circumstances of a case. A retailer having a well-established mechanism or procedure which requires suppliers to provide documentary proof as to the trade descriptions of products and/or engaging suppliers which are reliable long-term partners with good records would be more likely to have a defence accepted by the court. As a good practice  traders are encouraged to obtain documentary proof (e.g. certificates of origin"
46,Subsection,,,2,5,2.5,"Section 2 defines “false trade description” as a trade description which is false to a,material degree; or which  though not false"
47,Subsection,,,2,6,2.6,"To amount to a false trade description, the falsity of the trade descriptions has to be to a material degree. Trivial errors or discrepancies in trade descriptions would not constitute an offence 5 . What constitutes a material degree will vary with the facts. For example, in an advertisement a trader claims that a smartphone has a 5.55 inch display whereas in fact the display measures only 5.54 inch. The difference of 0.01 inch would unlikely be taken as false to a material degree."
48,Subsection,,,2,7,2.7,"A trade description is also a false trade description if it, though not false, is misleading. A member of the public entering a shop and seeing a bottle marked “mineral water” would reasonably expect it to contain something more than mere tap water, and a prospective consumer would understand that the product so labeled is, in terms of composition, richer than tap water in mineral content. Therefore, the trade description “mineral water” when applied to a bottled water which is no richer than tap water in mineral content is misleading in that it is likely to be taken as an"
49,Subsection,,,2,8,2.8,"The aspects of goods or services to which a trade description indicates can vary from case,to case. The following are some examples of trade descriptions applied to goods and services  where the offence of false trade descriptions may or may not have been committed. Availability of a product"""
50,Subsection,,,2.9,2.9,"Whether certain products are available is an aspect the indication of which is a trade,description. Inaccurate information relating to the availability of a product for supply may be an offence. Example A statement that a product is in short supply and that the trader is the only one having it in stock where in fact there are still plenty available in the market may constitute an offence of false trade"
51,subsection,,,3.1,3.1,"Traders have the primary responsibility of providing accurate, truthful and pertinent"""
52,Subsection,,,3,10,3.10,"Infirmity (mental or physical) covers a range of infirmities including sensory impairment, limited mobility and other disabilities. For example, consumers who need to use wheelchairs might be a vulnerable group in relation to a commercial practice promoting a mobility aid, or those with a hearing impairment may be a particularly vulnerable group in relation to commercial practices involving the supply of hearing aids."
53,Subsection,,,3,11,3.11,"Age may be appropriate to consider a practice from the perspective of an older or younger,consumer. For example  the elderly might be particularly vulnerable to certain commercial practices connected with burglar alarm sales"
54,Subsection,,,3,12,3.12,"Credulity covers groups of consumers who may more readily believe specific claims.,The term is neutral  so the effect is to protect members of a group who are for any reason open to be influenced by certain claims. An instance might be members of a group who"
55,Subsection,,,3,13,3.13,"For a commercial practice described in paragraphs 3.2(a) to (c) to amount to misleading,omissions in contravention of section 13E (and also that on aggressive commercial practices in Chapter 4)  the practice must cause"
56,Subsection,,,3,14,3.14,"Section 2(1) defines transactional decision as “any decision made by a consumer, whether it is to act or to refrain from acting, concerning (a) whether, how or on what terms to purchase, make payment in whole or in part for, retain or dispose of a product; or (b) whether, how or on what terms to exercise a contractual right in relation to a product.” For instance, a decision to purchase a product, a decision not to purchase a product, as well as a decision not to purchase a product and switch to purchase another product, are all transactional decisions. A decision to terminate a"
57,Subsection,,,3,15,3.15,"In essence, the transactional decision test would mean the following question: “Would the average consumer make the same transactional decision if not because of the commercial practice of the trader?” It is not necessary to prove that an individual consumer has actually made a different transactional decision as a result of a commercial practice and therefore suffers. It is sufficient if the commercial practice causes, or is likely to cause, the average consumer to make a transactional decision that he would not have made but for the commercial practice."
58,Subsection,,,3,16,3.16,"Section 13E(5) provides that material information means, inter alia, the information that the average consumer needs, according to the context, to make an informed transactional decision."
59,Subsection,,,3,17,3.17,"What information is material depends on the circumstances and the nature of the products,involved  including for instance the products’ characteristics"
60,Subsection,,,3,18,3.18,"Under section 2(1), an invitation to purchase is defined as a commercial communication that indicates the characteristics of the product and its price in a way appropriate to the medium used for that communication and therefore enables the consumer to make a purchase."
61,Subsection,,,3.19,3.19,"The term “therefore enables” primarily refers to enabling of a purchase through the provision of information.  The amount of information that enables the consumer to make a purchase varies depending on the circumstances.  Sophisticated products may require the provision of more information than simple ones before a purchase is enabled."
62,subsection,,,3.2,3.2,"Section 13E(1) provides that a trader who engages in relation to a consumer in a commercial practice that is a misleading omission commits an offence. Section 13E(2) further provides that a commercial practice is a misleading omission if, in its factual context, taking into account the factors stated in paragraph 3.3 (section 13E(3)) below: (a) it omits or hides material information; (b) it provides material information in a manner that is unclear, unintelligible, ambiguous or untimely; or (c) it fails to identify its commercial intent unless this is already apparent from the context, and as a result, it causes or is likely to cause, the average consumer to make a transactional decision that he would not have made otherwise."
63,Subsection,,,3.20,3.20,"Examples of invitations to purchase include a price label on a product displayed in a shop;,an automobile advertisement in a newspaper that advertises the products’ image and price; a menu in a restaurant in which the price and choice of dishes are listed; and an interactive TV advertisement showing images of the products and their prices","3.20 Examples of invitations to purchase include a price label on a product displayed in a shop;,an automobile advertisement in a newspaper that advertises the products’ image and price; a menu in a restaurant in which the price and choice of dishes are listed; and an interactive TV advertisement showing images of the products and their prices."
64,subsection,,,3.21,3.21,"Section 13E(4) provides that if a commercial practice is an invitation to purchase, the following information is regarded as material and must be made available unless such information is apparent from the context -  19  the main characteristics of the product, to the extent appropriate to the product and to the medium by which the invitation to purchase is communicated (such as what the product is and what are its main functions);  the identity (such as trading name) of the trader and of any other trader on whose behalf the trader is acting;  the address (not including a postal box address) of the trader’s usual place of business and of any other trader on whose behalf the trader is acting;  either (i) the price, including any taxes; or (ii) if the nature of the product is such that the price cannot reasonably be calculated in advance, the manner in which the price is calculated;  where appropriate, either (i) all additional freight, delivery or postal charges; or (ii) if those charges cannot reasonably be calculated in advance, the fact that they may be payable;  any arrangements for payment, delivery of goods, supply of service (such as the way in which any work is to be carried out, or service provided) that depart from the requirements of professional diligence (see paragraph 3.26 below); and   for products in relation to which there is a right of withdrawal or cancellation, the existence of that right. "
65,Subsection,,,3,22,3.22,"An invitation to purchase does not necessarily have to contain all the above information if,the information is already apparent from the context. On the other hand  it should be noted that while section 13E(4) lists out the minimum information required that is not apparent from the context, there may be other information that is material in an invitation to purchase, taking into account the nature and circumstances of the commercial practice concerned.  Furthermore, whether a piece of information is material in commercial practices other than in the context of an invitation to purchase hinges on what the average consumer needs to make an informed transactional decision. Example: A boutique displays many different fashion items for sale with labels stating price, materials used and washing instructions attached.  While this is an invitation to purchase, the boutique may not be required to indicate its address, trading name and delivery arrangements because it is apparent that consumers visiting the boutique know where they are and they have to take delivery of the items by themselves upon payment. Example: The drink list of a bar placed on each table states the price in unit of quantity and any special offer or discount, for example “buy one get one free from five to eight o’clock on weekdays”.  It provides consumers with the information they need to enable them to make decision as to what drinks to order.  The name of the bar is already on the list, and the address is apparent because consumers are already in the bar.  "
66,Subsection,,,3,23,3.23,"If traders are making an invitation to purchase, but are unable to actually tell consumers the full price including tax or postal charges because the tax or the postal charges cannot reasonably be calculated in advance, traders must give information on the manner in which that full price is to be calculated."
67,Subsection,,,3,24,3.24,"Any additional charges that come with the supply of the goods or services should be,clearly communicated to consumers before they make the purchase. Example A restaurant promotes its steam whole chicken at the price of $1 each. A consumer orders a chicken and only after the meal when he pays the bill  he is informed that the spring onion and ginger paste which comes with the chicken is charged at $50. The restaurant may be liable for"""
68,Subsection,,,3,25,3.25,"In making an invitation to purchase, a trader should cause consumers to be informed of any right of cancelling a transaction. Example Shops registered with the Travel Industry Council undertake to provide an unconditional full refund to Mainland tour members who return their purchases within six months. Notices setting out the refund arrangements are displayed in conspicuous locations inside and outside the shops to enable"
69,Subsection,,,3,26,3.26,"Under section 13E(5), professional diligence is defined as “the standard of skill and care that a trader may reasonably be expected to exercise towards consumers which is commensurate with either (a) honest market practice in the trader’s field of activity; or (b) the general principle of good faith in that field”."
70,Subsection,,,3,27,3.27,"Professional diligence is an objective standard which may vary according to the context.,However  poor current practice that is widespread in an industry or sector cannot be taken as an acceptable objective standard because this is not what a reasonable person would expect from a trader who is acting in accordance with honest market practice or good faith. Professional diligence requires traders to approach transactions professionally and fairly as judged by a reasonable person. A simple way of undertaking professional diligence would be to ask: “is the"""
71,Subsection,,,3,28,3.28,"A furniture store offers free delivery service and a reasonable person would expect that it,covers most of the urban residential areas in Hong Kong. However  if the free delivery service is provided only where an address has lifts or the delivery schedule is fixed by the store"
72,Subsection,,,3,29,3.29,"The requirements of professional diligence are to be applied only to the matters specified,under section 13E(4)(f) (i.e. arrangements for payment  delivery of goods and supply of service) when considering whether there are misleading omissions in a commercial practice that is an invitation to purchase. Information required by other laws"""
73,Subsection,,,3,3,3.3,"The factors to be considered as referred to in paragraph 3.2 above are:,(a) all the features and circumstances of the commercial practice; (b) the limitations of the medium used to communicate the commercial practice including limitations of space or time; and (c) if the medium used to communicate the commercial practices imposes limitations of space or time  any measures taken by the trader to make the information available to"""
74,Subsection,,,3,30,3.30,"Material information also includes information that should be mandatorily provided in a,commercial communication in accordance with the requirements of other provisions of Hong Kong Laws. For example  the Accreditation of Academic and Vocational Qualifications Ordinance"
75,Subsection,,,3,31,3.31,"Omitting or hiding material information is misleading omission in contravention of,section 13E if as a result  it causes"
76,Subsection,,,3,32,3.32,"In most circumstances, the price and unit of sale of the product are material information. The sale of goods usually requires reference to a unit of quantity, including length, width, height, area, volume, capacity, weight and number, for example the retail price of a tael/catty of fish, a litre of milk and a tael of Korean ginseng. The sale of service may require reference to, for example, the charge of body massage on an hourly basis, and the charge of an IDD service on a per minute basis. To the average consumer, the price per unit of quantity/sale is material information and will"
77,Subsection,,,3,33,3.33,"It is advisable for traders to review their commercial practices and determine what,information is required for the average consumer to make an informed transactional decision  taking into account the context10. As practitioners in the sectors in which they operate their businesses"
78,Subsection,,,3,34,3.34,"Provision of material information in a manner that is unclear, unintelligible, ambiguous is a misleading omission in breach of section 13E, if it causes, or is likely to cause, the average consumer to make a transactional decision that the consumer would not have made otherwise."
79,Subsection,,,3,35,3.35,"Material information should be provided in a clear, intelligible and unambiguous manner, unless apparent from the context. Information that is obscured or partially obscured may be held to be unclear, unintelligible or ambiguous. Example A trader uses small fine print to state the unit of quantity for its goods. Although the price is given in a clear manner, the unit of quantity is so small that an average consumer could not read it in a"
80,Subsection,,,3,36,3.36,"Apart from printed or written media, ambiguity and unintelligibility of information may arise out of the language and/or graphics used in the presentation of the information. For example, Western tourists may have difficulties in understanding the price per unit of quantity in Cantonese if 24 the price is communicated verbally and written price indication is not readily available. Traders with Western tourists as target consumers can avoid making a misleading omission by stating the price in English of say “$500/kg” on a price tag and showing it to consumers. "
81,Subsection,,,3,37,3.37,"Provision of material information in an untimely manner is also a misleading omission in breach of section 13E, if it causes, or is likely to cause, the average consumer to make a transactional decision that the consumer would not have made otherwise.  Traders should clearly inform consumers of the price of products and how the price and any discount available are calculated before the consumers decide whether or not to buy or acquire them. Example: A beauty group promotes a stem cell transfusion service performed by a medical practitioner to its consumer without disclosing the risk of the medical treatment and suitability of applying such treatment to a particular consumer (which requires advice from a medical practitioner) until after the consumer pays for the service.  If the commercial practice is structured in such a way that this material information is not disclosed to its consumer in a timely manner, the beauty group risks contravening the misleading omission offence.   Example: A trader operates a car park.  The parking fee is material information.  The trader should clearly display the parking fee, for example, in terms of hourly parking rate at a conspicuous location at the entrance of the car park to enable consumers to decide whether or not they wish to park their cars there before they enter the car park. Example: A promotion agent acting for a trader promotes the sale of discounted buffet coupons at $128 each.   The agent tells a consumer that $128 is the only payment required for a coupon. The consumer gives his personal details and his permission to pay for the transaction by credit card to the agent, who only then informs the consumer that to be eligible for the discounted offer, an amount of $1,536 (i.e. $128 x 12 coupons) has to be paid in advance.  The agent may have committed the offence of misleading omission. "
82,Subsection,,,3,38,3.38,"Duration of contract can also be material information. Some services are provided,over a period of time and as a legitimate marketing technique  the longer the duration of the service contract is"
83,Subsection,,,3,39,3.39,"Where service fees can only be ascertained after some testing or inspection work has,been undertaken  for example repair service"
84,Subsection,,,3,4,3.4,"Thus, if it is impracticable for traders to provide all the necessary information to consumers due to limitations of the communication medium available, other means of communication medium should be used by the traders to make the information available to consumers to enable them to make informed transactional decisions.  For example, traders promoting their products by short message service (SMS) may find it difficult to include in the message all the necessary information due to the constraints on the message length9.  Traders are less likely to commit a misleading omission if they make it clear where omitted information can be found.  For instance, traders may provide their website address or a hotline telephone number in the SMS and invite consumers to browse it for more detailed information on the products they are promoting.   Example: A fashion retailer with over 200 stores in Hong Kong advertises in a newspaper for its new collection.  Given the space limitation of a newspaper advertisement, it is not practicable to list the addresses of all stores, and so the retailer includes in the advertisement its website address and enquiry hotline to enable consumers to check the store locations easily.  It is unlikely for the non-inclusion of the store addresses in the advertisement to constitute the offence of misleading omissions.  "
85,Subsection,,,3,40,3.40,"As mentioned in paragraph 3.2 above, a trader may commit a misleading omission offence if he fails to identify the commercial intent of a commercial practice, and as a result, it causes or is likely to cause the average consumer to make a transactional decision that the consumer would not have made otherwise. While such an intent is apparent in the majority of cases (for example the presence of a price often notifies the commercial intent of the advertisement, or a TV advertisement is clearly perceived to be promoting a product), the commercial intent of an"
86,Subsection,,,3,41,3.41,"The genuine engagement of celebrities in product promotions is a legitimate practice, but a trader may commit a misleading omission offence if he engages a celebrity to disguise himself or herself as a consumer and arranges for him or her to be photographed by the unsuspecting media at a product exhibition without disclosing any contractual relationship between the celebrity and the trader, and as a result, causing the average consumer to make a transactional decision that the consumer would not have made otherwise. Please also refer to paragraph 2.11 as regards avoiding"
87,Subsection,,,3.42,3.42,"A trader may also commit a misleading omission offence if he or his agent disguises himself as a consumer and posts comments using pseudonyms in discussion forums or in social media in a bid to promote sales or “bad mouth” competitors.  Example: A beauty company instructs its employees or a blogging agent to post on various online forums and social networking websites very favourable comments to promote its services.  The comments are posted under a disguise as consumers who have patronized the services before.  If such non-disclosure of the commercial intent causes or is likely to cause the average consumer to make a transactional decision that the consumer would not have made otherwise, this practice may constitute a misleading omission offence.   Example: A company launched a series of health seminars at a community hall targeting senior citizens and offered free gifts to them.  The elderly might be enticed to join the seminars to learn more about health maintenance. The attendees were not told that the organizer of the seminar was the company which sold health products nor that the company intended to introduce and promote its health products at the seminars.  At the seminars, the speaker kept persuading the attendees that the company’s health products were the best for maintaining their health.  If not being informed of the company’s commercial intent may cause the elderly to make a transactional decision that they would not have made otherwise, the company’s practice may constitute the misleading omissions offence."
88,subsection,,,3.5,3.5,"For a commercial practice described in paragraph 3.2(a) to (c) to amount to a misleading","omission, it has to “cause or [be] likely to cause the average consumer to make a transactional decision that he would not have made otherwise”. Similar requirement is also applicable to the offence of aggressive commercial practices. Hence, to understand the operation of the offence of misleading omissions (and also the offence of aggressive commercial practices which is dealt with in Chapter 4), it is necessary to understand the concepts of “average consumer” and “transactional decision”"
89,Subsection,,,3.6,3.6,"The concept of average consumer does not refer to any actual consumer and there is no requirement to show evidence of any actual consumer being affected by an unfair commercial practice.  It is an objective reference which determines whether a commercial practice constitutes the offences of misleading omissions and aggressive commercial practices.  It is the notional average consumer whom the commercial practice reaches or to whom it is directed that is relevant.  Section 13D(1) provides that “In determining the effect on the average consumer of a commercial practice that reaches or is directed to a consumer or consumers, account must be taken of the material characteristics of such an average consumer including that the consumer is reasonably well informed, reasonably observant and circumspect” [emphasis added].  The term “average” does not mean a statistically average consumer; and the average consumer is not ill-informed, ignorant or reckless. "
90,subsection,,,3.7,3.7,"On the other hand, since a commercial practice may have different impact on consumers depending on the type or group of consumers the practice reaches or is directed to, section 13D(3)(a) and (b) set out the circumstances in which the “average consumer” refers to one that is in a particular smaller group instead of the population as a whole.  It is the characteristics of the average member of these particular groups that are relevant.  The above-mentioned circumstances are (a) where the commercial practice is directed to a particular group of consumers (see paragraph 3.8 below); or (b) where a clearly identifiable group of consumers is particularly vulnerable to the commercial practice or the underlying product because of mental or physical infirmity, age or credulity in a way which the trader could reasonable be expected to foresee (see paragraphs 3.9-3.12 below).  This is intended to help a court of law decide if a practice is prohibited due to the impact or potential impact it has on a particular group of consumers, while the practice might not change the decision of consumers at large. "
