node_id,node_type,name,title,chapter_number,subsection_number,subsection_label,content
25,Subsection,,,2,14,2.14,"Price is one of the most important pieces of information that can influence the purchasing decision of the consumer. The ability to make an informed choice will be hampered if any false or misleading information related to price is communicated to the consumer. Traders should note that typographical or inadvertent errors in pricing may not necessarily be trivial, and whether such errors constitute an offence of applying a false trade description to the goods or services concerned would depend on whether the falsity involved is to a material degree. As a good practice, traders should rectify such errors made as soon as practicable."
26,Subsection,,,2,15,2.15,"It is not uncommon for traders to make price comparisons as a commercial practice. If traders choose to make price comparisons, they should be able to show clearly what prices are being compared, and to show that any claims so made are accurate and valid, in particular, that any price advantage claimed is real."
27,Subsection,,,2,16,2.16,"Terms in relation to prices (like “sale”, “original price” or “reduced price”) should be used with caution so as to avoid misleading consumers. Traders who use such terms should make sure that the price reduction or discount is genuine. If the “original price” is quoted together with the “reduced price”, the “original price” must be a price which has been applied by the trader to the same product concerned before. A price should not be regarded as the “original price” if it has never been applied to the product for sale or has only been applied to the product for an unreasonably short period. A reasonableness test, with full regard to the nature of the product in question (e.g. the nature of its market, whether it is a perishable product or one whose value dissipates over time quickly), should be applied in determining whether the period is long enough rendering the indication of a price reduction a genuine one."
28,Subsection,,,2,17,2.17,"Manufacturers or suppliers may set recommended retail prices (RRPs) (or use such terms as “standard price”, “reference price” or “intended price”) for certain products. If retailers intend to show any such price together with the actual selling price of a product for the purpose of making price comparison, they should clearly state the former price as RRP and should not give the impression that the RRP was the “original price” unless it has been applied to the product for a reasonable period."
29,Subsection,,,2,18,2.18,"Traders should avoid making “lowest price” claims (a claim that they are offering a price lower than their competitors) if the claims are not backed up by evidence. A “price-promise campaign” under which a consumer will be rewarded with, say, twice the price difference with a competitor’s lower price if reported could still amount to a misleading trade description as to the existence of a price advantage, if the campaign gives a misleading indication that the prices at which products are being offered are already the lowest. If the offer is limited to a price matching promise, traders should make it clear."
30,Subsection,,,2,19,2.19,"General notices of “half-price sale for all items” should be avoided if in fact the sale is not applicable to certain products in the shop. As a best practice, “up to 50% off” should also be avoided if the maximum reduction quoted applies to a very small range of products for sale for the whole period during which the notices are valid. If the maximum reduction applies to less than 10% of the range of products for sale, it is better to state clearly that only some selected products are up to 50% off."
31,Subsection,,,2,2,2.2,"Section 7A provides that it is an offence for a trader to apply a false trade description to a service supplied or offered to be supplied to a consumer; or supply or offer to supply to a consumer a service to which a false trade description is applied."
32,Subsection,,,2,20,2.20,"The price advertised should tally with the actual selling price at the point of sale or checkout. Any additional charge that is directly connected with the supply of the products should be clearly disclosed to the consumer. Hidden additional charges might constitute an offence of 10 misleading omission7. Performance claims"
33,Subsection,,,2,21,2.21,"Claims should not be false or misleading to a material degree. False or misleading claims on the effectiveness of a product without sufficient supporting (mainly scientific) evidence may constitute an offence of false trade descriptions."
34,Subsection,,,2,22,2.22,"Traders, especially those in the health and beauty sectors, often use “before” and “after” photographs of subjects to provide a visual representation of the effectiveness of their products. Visual promotional gimmick is commonly used to demonstrate the efficacy of slimming products, diet regimes, cosmetic creams and products and hair treatments. Photographs so used, even with a statement that they have been re-touched, should not give a misleading indication as to the efficacy of the products and traders need to ensure that they have relevant evidence to substantiate the impression created by the images. Advertisers acting for traders are also encouraged to retain appropriate materials which are able to demonstrate what re-touching has been carried out in the event of being questioned."
35,Subsection,,,2,23,2.23,"The TDO prohibits false or misleading claims in advertisements. For example, an advertisement for facial injection states that “XYZ was formally registered in Hong Kong in 2010”. From the context of the advertisement, the statement may mislead consumers into believing that it is a medicine registered with the Department of Health. However, the advertised product does not fall within the definition of medicine under the Pharmacy and Poisons Ordinance and cannot be registered as a medicine in Hong Kong. The statement would be misleading to a material degree. Claims as to place of manufacture/country of origin"
36,Subsection,,,2,24,2.24,"Under section 2(2)(a)(i), goods shall be deemed to be manufactured in a place in which they last underwent a treatment or process which changed permanently and substantially the shape, nature, form or utility of the basic materials used in their manufacture. 7 Please refer to paragraphs 3.23 and 3.24 of Chapter 3 on Misleading Omissions. 11"
37,Subsection,,,2,25,2.25,"When traders state the place of manufacture or country of origin for their goods, they should ensure that the claim complies with section 2(2)(a)(i)."
38,Subsection,,,2,26,2.26,"Under section 2(2)(a)(ii), goods shall be deemed to have been produced in the place in which they were wholly grown or mined."
39,Subsection,,,2,27,2.27,"If traders have doubts on the origin claims of the goods they supply, they are advised to seek clarifications from their suppliers, including obtaining copies of certificates of origin to support the claims. If traders are not certain of the place of manufacture of the goods they supply, it will be legitimate to tell consumers that they do not know. Puffery"
40,Subsection,,,2,28,2.28,"Some advertisements may include such puffery claims as “the best” and “the most popular”. Common advertising practice of making exaggerated statements are legitimate as these statements are not meant to be taken literally and the average consumer would be unlikely to take literally the meaning of these obvious exaggerations or puffery, for example, “the coolest car in the 12 world”, or “it energizes you instantly”8."
41,Subsection,,,2,29,2.29,"Nevertheless, these claims should be used with caution when they are used with quantifiable standards or reference, for example, “the best-selling book in 2011”. Traders should be prepared to give sufficient evidence to show that the book was sold in a quantity in 2011 which has out-numbered the sales of the others. Specific defence for false trade descriptions"
42,Subsection,,,2,3,2.3,"Section 2 defines “trade description” to mean an indication, direct or indirect, and by whatever means given, with respect to the goods or services or any part of the goods or services, including an indication of any of the matters referred to in the definition."
43,Subsection,,,2,30,2.30,"The general defences are stipulated under sections 26(1) and 27 for all fair trading sections (please refer to paragraphs 8.7 – 8.9 below). For the offence of “supplying or offering to supply any goods to which a false trade description is applied” (section 7(1)(a)(ii)), the offence of “having in possession for sale or for any purpose of trade or manufacture any goods to which a false trade description is applied” (section 7(1)(b)), or the offence of “supplying or offering to supply to a consumer a service to which a false trade description is applied” (section 7A(1)(b)), section 26(3) provides for a specific defence that a person might be acquitted if sufficient evidence is adduced to raise an issue that the person did not know, had no reason to suspect and could not with reasonable diligence have ascertained, that the goods or service did not conform to the description or that the description had been applied to the goods or services."
44,Subsection,,,2,31,2.31,"It is the court of law which will decide whether to accept a defence having regard to the particular circumstances of a case. A retailer having a well-established mechanism or procedure which requires suppliers to provide documentary proof as to the trade descriptions of products and/or engaging suppliers which are reliable long-term partners with good records would be more likely to have a defence accepted by the court. As a good practice, traders are encouraged to obtain documentary proof (e.g. certificates of origin, certificates issued by accredited laboratories, scientific reports and product specifications) which could support the trade descriptions applied to the products. 8 This is without prejudice to requirements on advertising regarding claims and use of superlative adjectives in content of advertisement stipulated under other laws and regulations, such as those requirements contained in codes of practice on television advertising standards issued pursuant to section 3 of the BO, which a television programme service licensee is required to comply with. 13 3. MISLEADING OMISSIONS Traders run the risk of misleading omissions if they fail to give consumers sufficient material information about the product that is necessary for them to make an informed transactional decision."
45,Subsection,,,2,4,2.4,"A trade description includes anything that tell of the goods or services or any part of them, in whatever forms (e.g. statements, advertisements or display notices, etc.), and communicated through whatever means (e.g. through any form of the media, paper, visual, verbal, electronic means and even by conduct).  In short, a trade description in relation to both goods and services could be by whatever means and in whatever form."
46,Subsection,,,2,5,2.5,"Section 2 defines “false trade description” as a trade description which is false to a material degree; or which, though not false, is misleading, that is to say, likely to be taken for a trade description of a kind that would be false to a material degree."
47,Subsection,,,2,6,2.6,"To amount to a false trade description, the falsity of the trade descriptions has to be to a material degree. Trivial errors or discrepancies in trade descriptions would not constitute an offence 5 . What constitutes a material degree will vary with the facts. For example, in an advertisement a trader claims that a smartphone has a 5.55 inch display whereas in fact the display measures only 5.54 inch. The difference of 0.01 inch would unlikely be taken as false to a material degree. 5 A trade description which indicates the fineness of gold is an exception. Under section 3, it is a false trade description if the fineness is false to any extent or degree, except by understating the fineness. 6"
48,Subsection,,,2,7,2.7,"A trade description is also a false trade description if it, though not false, is misleading. A member of the public entering a shop and seeing a bottle marked “mineral water” would reasonably expect it to contain something more than mere tap water, and a prospective consumer would understand that the product so labeled is, in terms of composition, richer than tap water in mineral content. Therefore, the trade description “mineral water” when applied to a bottled water which is no richer than tap water in mineral content is misleading in that it is likely to be taken as an indication, false to a material degree, of the composition of the contents of the bottle6."
49,Subsection,,,2,8,2.8,"The aspects of goods or services to which a trade description indicates can vary from case to case. The following are some examples of trade descriptions applied to goods and services, where the offence of false trade descriptions may or may not have been committed. Availability of a product"
50,Subsection,,,2,9,2.9,"Whether certain products are available is an aspect the indication of which is a trade description. Inaccurate information relating to the availability of a product for supply may be an offence."
51,subsection,,,3,1,3.1,"Traders have the primary responsibility of providing accurate, truthful and pertinent"""
52,Subsection,,,3,10,3.10,"Infirmity (mental or physical) covers a range of infirmities including sensory impairment, limited mobility and other disabilities. For example, consumers who need to use wheelchairs might be a vulnerable group in relation to a commercial practice promoting a mobility aid, or those with a hearing impairment may be a particularly vulnerable group in relation to commercial practices involving the supply of hearing aids."
53,Subsection,,,3,11,3.11,"Age may be appropriate to consider a practice from the perspective of an older or younger consumer. For example, the elderly might be particularly vulnerable to certain commercial practices connected with burglar alarm sales, or children might be particularly vulnerable to advertisements relating to toys shown on daytime television."
54,Subsection,,,3,12,3.12,"Credulity covers groups of consumers who may more readily believe specific claims. The term is neutral, so the effect is to protect members of a group who are for any reason open to be influenced by certain claims. An instance might be members of a group who, because of a particular misfortune (e.g. certain severe illness), might believe certain claims more readily than others. The concept of credulity may also apply to the education level of the consumers, if the group of consumers is clearly identifiable."
55,Subsection,,,3,13,3.13,"For a commercial practice described in paragraphs 3.2(a) to (c) to amount to misleading omissions in contravention of section 13E (and also that on aggressive commercial practices in Chapter 4), the practice must cause, or is likely to cause, the average consumer to make a transactional decision that the consumer would not have made otherwise. In other words, the effect or the likely effect on the average consumer’s transactional decision is critical. 17"
56,Subsection,,,3,14,3.14,"Section 2(1) defines transactional decision as “any decision made by a consumer, whether it is to act or to refrain from acting, concerning (a) whether, how or on what terms to purchase, make payment in whole or in part for, retain or dispose of a product; or (b) whether, how or on what terms to exercise a contractual right in relation to a product.” For instance, a decision to purchase a product, a decision not to purchase a product, as well as a decision not to purchase a product and switch to purchase another product, are all transactional decisions. A decision to terminate a service in accordance with the relevant provisions in the service contract is also a transactional decision."
57,Subsection,,,3,15,3.15,"In essence, the transactional decision test would mean the following question: “Would the average consumer make the same transactional decision if not because of the commercial practice of the trader?” It is not necessary to prove that an individual consumer has actually made a different transactional decision as a result of a commercial practice and therefore suffers. It is sufficient if the commercial practice causes, or is likely to cause, the average consumer to make a transactional decision that he would not have made but for the commercial practice. Material information"
58,Subsection,,,3,16,3.16,"Section 13E(5) provides that material information means, inter alia, the information that the average consumer needs, according to the context, to make an informed transactional decision."
59,Subsection,,,3,17,3.17,"What information is material depends on the circumstances and the nature of the products involved, including for instance the products’ characteristics, where and how they are offered for sale and who the target consumers are. Information may be material in one commercial practice but may not be so in others and should be judged on a case-by-case basis. As a general rule, for simple products, it should be sufficient for the trader to provide information on the basic characteristics of the product, if it is not already apparent from the context. More information will be needed for sophisticated products (such as electronic products and vehicles) for the average consumer to make an informed transactional decision. In this regard, traders should exercise all due diligence and common sense.           As a good practice, traders should provide opportunities for consumers to raise questions, and depending on the product types supply sufficient information through suitable means, e.g. by reference to product specifications and official websites."
60,Subsection,,,3,18,3.18,"to 3.25. 23 require to make an informed transactional decision. They should put themselves in the position of their customers and consider whether omitting a certain piece of information would likely impair the average consumer’s ability to make an informed transactional decision or would likely cause the average consumer to make a decision to purchase or acquire products that he would not have made if the information were disclosed to him."
61,Subsection,,,3,19,3.19,"The term “therefore enables” primarily refers to enabling of a purchase through the provision of information. The amount of information that enables the consumer to make a purchase varies depending on the circumstances. Sophisticated products may require the provision of more information than simple ones before a purchase is enabled."
62,Subsection,,,3,2,3.2,"Section 13E(1) provides that a trader who engages in relation to a consumer in a commercial practice that is a misleading omission commits an offence. Section 13E(2) further provides that a commercial practice is a misleading omission if, in its factual context, taking into account the factors stated in paragraph 3.3 (section 13E(3)) below: (a) it omits or hides material information; (b) it provides material information in a manner that is unclear, unintelligible, ambiguous or untimely; or (c) it fails to identify its commercial intent unless this is already apparent from the context, and as a result, it causes or is likely to cause, the average consumer to make a transactional decision that he would not have made otherwise."
63,Subsection,,,3,20,3.20,"Examples of invitations to purchase include a price label on a product displayed in a shop; an automobile advertisement in a newspaper that advertises the products’ image and price; a menu in a restaurant in which the price and choice of dishes are listed; and an interactive TV advertisement showing images of the products and their prices."
64,Subsection,,,3,21,3.21,"Section 13E(4) provides that if a commercial practice is an invitation to purchase, the following information is regarded as material and must be made available unless such information is apparent from the context -  19  the main characteristics of the product, to the extent appropriate to the product and to the medium by which the invitation to purchase is communicated (such as what the product is and what are its main functions);  the identity (such as trading name) of the trader and of any other trader on whose behalf the trader is acting;  the address (not including a postal box address) of the trader’s usual place of business and of any other trader on whose behalf the trader is acting;  either (i) the price, including any taxes; or (ii) if the nature of the product is such that the price cannot reasonably be calculated in advance, the manner in which the price is calculated;  where appropriate, either (i) all additional freight, delivery or postal charges; or (ii) if those charges cannot reasonably be calculated in advance, the fact that they may be payable;  any arrangements for payment, delivery of goods, supply of service (such as the way in which any work is to be carried out, or service provided) that depart from the requirements of professional diligence (see paragraph 3.26 below); and   for products in relation to which there is a right of withdrawal or cancellation, the existence of that right. "
65,Subsection,,,3,22,3.22,"An invitation to purchase does not necessarily have to contain all the above information if the information is already apparent from the context. On the other hand, it should be noted that while section 13E(4) lists out the minimum information required that is not apparent from the context, there may be other information that is material in an invitation to purchase, taking into account the nature and circumstances of the commercial practice concerned. Furthermore, whether a piece of information is material in commercial practices other than in the context of an invitation to purchase hinges on what the average consumer needs to make an informed transactional decision."
66,Subsection,,,3,23,3.23,"If traders are making an invitation to purchase, but are unable to actually tell consumers the full price including tax or postal charges because the tax or the postal charges cannot reasonably be calculated in advance, traders must give information on the manner in which that full price is to be calculated."
67,Subsection,,,3,24,3.24,"Any additional charges that come with the supply of the goods or services should be clearly communicated to consumers before they make the purchase."
68,Subsection,,,3,25,3.25,"In making an invitation to purchase, a trader should cause consumers to be informed of any right of cancelling a transaction."
69,Subsection,,,3,26,3.26,"Under section 13E(5), professional diligence is defined as “the standard of skill and care that a trader may reasonably be expected to exercise towards consumers which is commensurate with either (a) honest market practice in the trader’s field of activity; or (b) the general principle of good faith in that field”."
70,Subsection,,,3,27,3.27,"Professional diligence is an objective standard which may vary according to the context. However, poor current practice that is widespread in an industry or sector cannot be taken as an acceptable objective standard because this is not what a reasonable person would expect from a trader who is acting in accordance with honest market practice or good faith. Professional diligence requires traders to approach transactions professionally and fairly as judged by a reasonable person. A simple way of undertaking professional diligence would be to ask: “is the trader acting to a standard that a reasonable person would expect?” 21"
71,Subsection,,,3,28,3.28,"A furniture store offers free delivery service and a reasonable person would expect that it covers most of the urban residential areas in Hong Kong. However, if the free delivery service is provided only where an address has lifts or the delivery schedule is fixed by the store, these arrangements depart from the requirements of professional diligence and should be disclosed to consumers in a clear and timely manner (such as clearly displaying a conspicuous notice near the cashier specifying the delivery policy and relevant charges, and drawing it to the attention of consumers before payment is made) to enable them to make informed transactional decisions."
72,Subsection,,,3,29,3.29,"The requirements of professional diligence are to be applied only to the matters specified under section 13E(4)(f) (i.e. arrangements for payment, delivery of goods and supply of service) when considering whether there are misleading omissions in a commercial practice that is an invitation to purchase. Information required by other laws"
73,Subsection,,,3,3,3.3,"The factors to be considered as referred to in paragraph 3.2 above are: (a) all the features and circumstances of the commercial practice; (b) the limitations of the medium used to communicate the commercial practice including limitations of space or time; and (c) if the medium used to communicate the commercial practices imposes limitations of space or time, any measures taken by the trader to make the information available to consumers by other means."
74,Subsection,,,3,30,3.30,"Material information also includes information that should be mandatorily provided in a commercial communication in accordance with the requirements of other provisions of Hong Kong Laws. For example, the Accreditation of Academic and Vocational Qualifications Ordinance, Cap. 592 requires that advertisements promoting learning programmes recognized under the qualifications framework have to contain, among other things, information on the relevant level of the qualifications framework under which the qualification obtainable is recognized and the relevant registration number. The Travel Agents Ordinance, Cap. 218 provides that no person shall publish any advertisement referring to the provision of a travel service by any person required to be licensed under the Ordinance unless that advertisement relates to the provision of a travel service by a licensed travel agent and the licence number of that licensed travel agent is stated clearly in the advertisement. Such information is material for the purpose of determining whether the offence of misleading omissions is committed. Omission or hiding of material information"
75,Subsection,,,3,31,3.31,"Omitting or hiding material information is misleading omission in contravention of section 13E if as a result, it causes, or is likely to cause, the average consumer to make a transactional decision that the consumer would not have made otherwise."
76,Subsection,,,3,32,3.32,"In most circumstances, the price and unit of sale of the product are material information. The sale of goods usually requires reference to a unit of quantity, including length, width, height, area, volume, capacity, weight and number, for"
77,Subsection,,,3,33,3.33,"It is advisable for traders to review their commercial practices and determine what information is required for the average consumer to make an informed transactional decision, taking into account the context10. As practitioners in the sectors in which they operate their businesses, traders are expected to exercise common sense and professional diligence and make use of their experience and expertise to develop a set of material information that consumers should generally 10 In the event of an invitation to purchase, certain information is deemed to be material.   Please refer to paragraphs"
78,Subsection,,,3,34,3.34,"Provision of material information in a manner that is unclear, unintelligible, ambiguous is a misleading omission in breach of section 13E, if it causes, or is likely to cause, the average consumer to make a transactional decision that the consumer would not have made otherwise."
79,Subsection,,,3,35,3.35,"Material information should be provided in a clear, intelligible and unambiguous manner, unless apparent from the context. Information that is obscured or partially obscured may be held to be unclear, unintelligible or ambiguous."
80,Subsection,,,3,36,3.36,"Apart from printed or written media, ambiguity and unintelligibility of information may arise out of the language and/or graphics used in the presentation of the information. For example, Western tourists may have difficulties in understanding the price per unit of quantity in Cantonese if 24 the price is communicated verbally and written price indication is not readily available. Traders with Western tourists as target consumers can avoid making a misleading omission by stating the price in English of say “$500/kg” on a price tag and showing it to consumers. Untimely provision of material information"
81,Subsection,,,3,37,3.37,"Provision of material information in an untimely manner is also a misleading omission in breach of section 13E, if it causes, or is likely to cause, the average consumer to make a transactional decision that the consumer would not have made otherwise. Traders should clearly inform consumers of the price of products and how the price and any discount available are calculated before the consumers decide whether or not to buy or acquire them."
82,Subsection,,,3,38,3.38,"Duration of contract can also be material information. Some services are provided over a period of time and as a legitimate marketing technique, the longer the duration of the service contract is, the lower the unit price will be charged. For example, for a beauty treatment contract, the duration of the contract and frequency/extent of the treatment to be provided is material information and should be disclosed to consumers before the contract is concluded. 25"
83,Subsection,,,3,39,3.39,"Where service fees can only be ascertained after some testing or inspection work has been undertaken, for"
84,Subsection,,,3,4,3.4,"Thus, if it is impracticable for traders to provide all the necessary information to consumers due to limitations of the communication medium available, other means of communication medium should be used by the traders to make the information available to consumers to enable them to make informed transactional decisions. For example, traders promoting their products by short message service (SMS) may find it difficult to include in the message all the necessary information due to the constraints on the message length9. Traders are 9 It is a form of space restriction – for instance, the length of a SMS message is restricted to 160 English characters, or 70 Chinese characters, including punctuation and space. 14 less likely to commit a misleading omission if they make it clear where omitted information can be found. For instance, traders may provide their website address or a hotline telephone number in the SMS and invite consumers to browse it for more detailed information on the products they are promoting."
85,Subsection,,,3,40,3.40,"As mentioned in paragraph 3.2 above, a trader may commit a misleading omission offence if he fails to identify the commercial intent of a commercial practice, and as a result, it causes or is likely to cause the average consumer to make a transactional decision that the consumer would not have made otherwise. While such an intent is apparent in the majority of cases (for"
86,Subsection,,,3,41,3.41,"The genuine engagement of celebrities in product promotions is a legitimate practice, but a trader may commit a misleading omission offence if he engages a celebrity to disguise himself or herself as a consumer and arranges for him or her to be photographed by the unsuspecting media at a product exhibition without disclosing any contractual relationship between the celebrity and the trader, and as a result, causing the average consumer to make a transactional decision that the consumer would not have made otherwise. Please also refer to paragraph 2.11 as regards avoiding the commission of the offence of false trade descriptions where celebrities are engaged."
87,Subsection,,,3,42,3.42,"A trader may also commit a misleading omission offence if he or his agent disguises himself as a consumer and posts comments using pseudonyms in discussion forums or in social media in a bid to promote sales or “bad mouth” competitors. 26"
88,Subsection,,,3,5,3.5,"For a commercial practice described in paragraph 3.2(a) to (c) to amount to a misleading omission, it has to “cause or [be] likely to cause the average consumer to make a transactional decision that he would not have made otherwise”. Similar requirement is also applicable to the offence of aggressive commercial practices. Hence, to understand the operation of the offence of misleading omissions (and also the offence of aggressive commercial practices which is dealt with in Chapter 4), it is necessary to understand the concepts of “average consumer” and “transactional decision”"
89,Subsection,,,3,6,3.6,"The concept of average consumer does not refer to any actual consumer and there is no requirement to show evidence of any actual consumer being affected by an unfair commercial practice. It is an objective reference which determines whether a commercial practice constitutes the offences of misleading omissions and aggressive commercial practices. It is the notional average consumer whom the commercial practice reaches or to whom it is directed that is relevant. Section 13D(1) provides that “In determining the effect on the average consumer of a commercial practice that reaches or is directed to a consumer or consumers, account must be taken of the material characteristics of such an average consumer including that the consumer is reasonably well informed, reasonably observant and circumspect” [emphasis added].           The term “average” does not mean a statistically average consumer; and the average consumer is not ill-informed, ignorant or reckless."
